customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2,Eli,Bockman,Male,81,Administrative Officer,Financial Services,Mass Customer,Yes,16.0,37.0,6 Meadow Vale Court,2153.0,NSW,10.0,2017-06-11,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2004-08-07
2,Eli,Bockman,Male,81,Administrative Officer,Financial Services,Mass Customer,Yes,16.0,37.0,6 Meadow Vale Court,2153.0,NSW,10.0,2017-08-24,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2002-03-22
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-05-10,False,Approved,Solex,Standard,medium,large,1061.56,733.58,2015-06-17
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-03-06,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-26
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-10-13,False,Approved,Solex,Standard,low,medium,945.04,507.58,2010-06-07
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-02-04,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2014-10-10
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-08-20,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2014-03-03
9,Mala,Lind,Female,97,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,8.0,44.0,97736 7th Trail,2023.0,NSW,12.0,2017-09-30,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,2010-06-07
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-08-21,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-09-04,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-02-12,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-07-23,False,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-10-24,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8.0,23.0,44339 Golden Leaf Alley,4557.0,QLD,4.0,2017-09-16,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-02-16,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,1996-11-09
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-08-02,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1994-07-12
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-11-17,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2002-10-10
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-03-01,True,Approved,Solex,Standard,medium,large,1061.56,733.58,1998-12-17
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-12-03,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2014-10-10
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-01-06,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1998-12-17
13,Gabriele,Norcross,Male,38,Developer I,Financial Services,High Net Worth,Yes,8.0,62.0,2 Sutherland Street,3799.0,VIC,6.0,2017-04-05,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2015-04-11
14,Rayshell,Kitteman,Female,85,Account Executive,Financial Services,Affluent Customer,No,6.0,34.0,9 Mcbride Trail,2760.0,NSW,8.0,2017-11-13,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04
14,Rayshell,Kitteman,Female,85,Account Executive,Financial Services,Affluent Customer,No,6.0,34.0,9 Mcbride Trail,2760.0,NSW,8.0,2017-05-11,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
14,Rayshell,Kitteman,Female,85,Account Executive,Financial Services,Affluent Customer,No,6.0,34.0,9 Mcbride Trail,2760.0,NSW,8.0,2017-10-27,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-03-10,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-07-30,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-09-20,True,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-06-07,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-01-20,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
15,Erroll,Radage,Male,91,Junior Executive,Manufacturing,Mass Customer,No,1.0,17.0,9861 New Castle Avenue,2428.0,NSW,9.0,2017-11-25,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10
19,Sorcha,Keyson,Female,76,Geological Engineer,Manufacturing,High Net Worth,No,1.0,16.0,59 Spaight Circle,2233.0,NSW,9.0,2017-01-31,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11
19,Sorcha,Keyson,Female,76,Geological Engineer,Manufacturing,High Net Worth,No,1.0,16.0,59 Spaight Circle,2233.0,NSW,9.0,2017-03-25,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
20,Basile,Firth,Male,72,Project Manager,Manufacturing,Mass Customer,No,11.0,37.0,032 Bartelt Crossing,2444.0,NSW,8.0,2017-11-01,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-18
20,Basile,Firth,Male,72,Project Manager,Manufacturing,Mass Customer,No,11.0,37.0,032 Bartelt Crossing,2444.0,NSW,8.0,2017-11-29,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2007-12-11
20,Basile,Firth,Male,72,Project Manager,Manufacturing,Mass Customer,No,11.0,37.0,032 Bartelt Crossing,2444.0,NSW,8.0,2017-11-20,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2016-11-14
20,Basile,Firth,Male,72,Project Manager,Manufacturing,Mass Customer,No,11.0,37.0,032 Bartelt Crossing,2444.0,NSW,8.0,2017-06-11,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2002-08-31
21,Mile,Cammocke,Male,74,Safety Technician I,Manufacturing,Affluent Customer,Yes,16.0,37.0,18 Jenna Center,2650.0,NSW,7.0,2017-08-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20
21,Mile,Cammocke,Male,74,Safety Technician I,Manufacturing,Affluent Customer,Yes,16.0,37.0,18 Jenna Center,2650.0,NSW,7.0,2017-10-22,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2014-03-03
21,Mile,Cammocke,Male,74,Safety Technician I,Manufacturing,Affluent Customer,Yes,16.0,37.0,18 Jenna Center,2650.0,NSW,7.0,2017-12-24,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2014-10-10
21,Mile,Cammocke,Male,74,Safety Technician I,Manufacturing,Affluent Customer,Yes,16.0,37.0,18 Jenna Center,2650.0,NSW,7.0,2017-02-12,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1999-06-23
21,Mile,Cammocke,Male,74,Safety Technician I,Manufacturing,Affluent Customer,Yes,16.0,37.0,18 Jenna Center,2650.0,NSW,7.0,2017-11-17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1993-07-15
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-12-13,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-10-04
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-11-13,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2009-04-12
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-10-12,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2005-05-10
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-05-13,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2009-03-08
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-01-25,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-10-31,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2008-03-19
24,Kim,Skpsey,Female,55,Research Assistant I,Argiculture,Mass Customer,Yes,15.0,40.0,3 Cordelia Plaza,2153.0,NSW,10.0,2017-10-05,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2011-01-10
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-03-04,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2015-06-17
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-05-23,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2006-10-01
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-09-04,True,Approved,Solex,Road,medium,medium,416.98,312.74,2008-03-19
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-04-15,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-10-18
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-11-23,False,Approved,Solex,Standard,medium,medium,575.27,431.45,2011-05-07
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-09-17,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-08-05
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-07-10,False,Approved,Solex,Standard,medium,large,1061.56,733.58,1998-12-17
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-03-08,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-04-01,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2006-11-10
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-02-08,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2016-11-22
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-12-25,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1997-01-25
25,Geoff,Assaf,Male,72,Accounting Assistant III,Financial Services,Mass Customer,Yes,21.0,41.0,28 5th Center,4413.0,QLD,3.0,2017-12-01,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31
26,Trixi,Ginnelly,Female,12,Editor,Financial Services,Mass Customer,Yes,16.0,39.0,52 Carey Alley,4740.0,QLD,5.0,2017-04-15,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2004-01-16
26,Trixi,Ginnelly,Female,12,Editor,Financial Services,Mass Customer,Yes,16.0,39.0,52 Carey Alley,4740.0,QLD,5.0,2017-04-02,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-25
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-07-18,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-05-21
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-04-08,False,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-07-25,False,Approved,Solex,Standard,medium,medium,441.49,84.99,2006-10-01
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-05-28,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2000-11-03
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-06-18,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-12
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-08-09,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2016-11-22
27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12.0,39.0,96 Texas Plaza,3218.0,VIC,7.0,2017-07-23,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1997-01-25
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-10-08,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1992-10-02
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-01-23,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2014-10-10
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-01-31,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1995-10-24
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-07-21,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-10-02
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-04-20,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1992-10-11
28,Fee,Zellmer,Male,5,Senior Quality Engineer,Health,Affluent Customer,Yes,21.0,44.0,48 Eagan Avenue,4868.0,QLD,4.0,2017-07-16,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2004-12-18
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-09-16,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-03-28,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-08-22,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-10-12,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-01-04,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-12-08,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-08-30,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-04-10,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
29,Mona,Sancraft,Female,62,Safety Technician III,Manufacturing,Mass Customer,No,19.0,49.0,9 Buell Park,4116.0,QLD,7.0,2017-01-25,False,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
31,Star,Praton,Female,3,Staff Accountant III,Telecommunications,High Net Worth,Yes,14.0,55.0,2294 Pleasure Place,2135.0,NSW,12.0,2017-05-25,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2014-03-03
31,Star,Praton,Female,3,Staff Accountant III,Telecommunications,High Net Worth,Yes,14.0,55.0,2294 Pleasure Place,2135.0,NSW,12.0,2017-03-21,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-06-04
31,Star,Praton,Female,3,Staff Accountant III,Telecommunications,High Net Worth,Yes,14.0,55.0,2294 Pleasure Place,2135.0,NSW,12.0,2017-07-15,True,Approved,Solex,Standard,medium,medium,575.27,431.45,2016-02-04
31,Star,Praton,Female,3,Staff Accountant III,Telecommunications,High Net Worth,Yes,14.0,55.0,2294 Pleasure Place,2135.0,NSW,12.0,2017-10-02,True,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-03-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-04-12,True,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-08-14,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-05-09,False,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-01-14,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-06-01,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09
32,Marion,Vanichkin,Female,17,Legal Assistant,Manufacturing,Affluent Customer,No,4.0,22.0,2951 Petterle Place,2756.0,NSW,9.0,2017-05-05,False,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16
35,Margaretha,Strettle,Female,40,Information Systems Manager,Health,High Net Worth,Yes,16.0,54.0,34 Russell Plaza,4127.0,QLD,6.0,2017-03-30,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,2011-01-10
35,Margaretha,Strettle,Female,40,Information Systems Manager,Health,High Net Worth,Yes,16.0,54.0,34 Russell Plaza,4127.0,QLD,6.0,2017-06-23,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2016-12-06
35,Margaretha,Strettle,Female,40,Information Systems Manager,Health,High Net Worth,Yes,16.0,54.0,34 Russell Plaza,4127.0,QLD,6.0,2017-03-28,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1997-08-25
35,Margaretha,Strettle,Female,40,Information Systems Manager,Health,High Net Worth,Yes,16.0,54.0,34 Russell Plaza,4127.0,QLD,6.0,2017-09-29,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-19
37,Laurie,Dwerryhouse,Female,46,Social Worker,Health,High Net Worth,No,16.0,32.0,54 Sage Plaza,4726.0,QLD,1.0,2017-08-12,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20
37,Laurie,Dwerryhouse,Female,46,Social Worker,Health,High Net Worth,No,16.0,32.0,54 Sage Plaza,4726.0,QLD,1.0,2017-10-09,False,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24
37,Laurie,Dwerryhouse,Female,46,Social Worker,Health,High Net Worth,No,16.0,32.0,54 Sage Plaza,4726.0,QLD,1.0,2017-07-05,True,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23
37,Laurie,Dwerryhouse,Female,46,Social Worker,Health,High Net Worth,No,16.0,32.0,54 Sage Plaza,4726.0,QLD,1.0,2017-05-01,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
